Timestamp;Temperature1;Temperature2;Mass
09:38:48.145;27,75;28,25;0,81
09:38:48.204;27,75;28,25;0,81
09:38:48.391;28,25;28,25;0,79
09:38:48.464;28,25;28,25;0,79
09:38:48.637;27,75;28,75;0,79
09:38:48.716;27,75;28,75;0,79
09:38:48.895;27,5;29;0,76
09:38:48.994;27,5;29;0,76
09:38:49.145;28;29;0,77
09:38:49.216;28;29;0,77
09:38:49.396;28;28,75;0,78
09:38:49.454;28;28,75;0,78
09:38:49.638;27,75;29;0,8
09:38:49.718;27,75;29;0,8
09:38:49.895;27,75;28,25;0,79
09:38:49.971;27,75;28,25;0,79
09:38:50.173;28;28,5;0,81
09:38:50.173;28;28,5;0,81
09:38:50.404;27,5;28,75;0,8
09:38:50.462;27,5;28,75;0,8
09:38:50.658;27,75;28,75;0,78
09:38:50.662;27,75;28,75;0,78
09:38:50.918;28;29,25;0,82
09:38:50.985;28;29,25;0,82
09:38:51.168;28;28,5;0,78
09:38:51.251;28;28,5;0,78
09:38:51.418;27,5;28,75;0,79
09:38:51.497;27,5;28,75;0,79
# Recording duration: 51,6946217 seconds
# Max Temp1: 27,5°C
# Max Temp2: 28,75°C
# Max Mass: 0,79kg
