Timestamp;Temperature1;Temperature2;Mass
09:41:45.668;26,5;27,25;0,83
09:41:45.928;26,75;27,25;0,83
09:41:46.186;26,75;27,25;0,85
09:41:46.436;26,5;27,5;0,81
09:41:46.709;26,75;27,5;0,81
09:41:46.964;26,5;27,75;0,83
09:41:47.155;27,25;27,5;0,84
09:41:47.422;27,25;27,25;0,83
09:41:47.669;26,75;27,5;0,81
09:41:47.921;27;27,25;0,8
09:41:48.181;27;27,75;0,83
09:41:48.417;27;27,75;0,81
09:41:48.693;27;27,75;0,87
09:41:48.934;26,5;27,25;0,84
09:41:49.192;27;27,25;0,82
09:41:49.443;27,25;27;0,85
09:41:49.708;26,5;27,5;0,84
09:41:49.929;26,5;27,25;0,81
09:41:50.171;27;27,75;0,8
09:41:50.418;26,75;27,25;0,83
09:41:50.680;26,75;27,75;0,83
09:41:50.950;27;27,25;0,83
09:41:51.416;26,75;27,5;0,82
09:41:51.422;27;27,75;0,85
09:41:51.674;27;27,75;0,85
09:41:51.921;27;27,5;0,83
09:41:52.200;27;27,25;0,82
09:41:52.471;26,75;27,25;0,81
09:41:52.654;26,75;27,5;0,83
09:41:52.977;26,75;27,75;0,83
09:41:53.160;26,75;27,5;0,82
09:41:53.410;27;27,5;0,84
09:41:53.658;26,75;27,5;0,85
09:41:53.918;26,75;27,75;0,83
09:41:54.171;27;27,5;0,83
09:41:54.425;27;27,5;0,8
09:41:54.674;26,75;27,75;0,81
09:41:54.943;27;27,25;0,84
09:41:55.213;26,5;27,5;0,82
09:41:55.427;26,5;27,5;0,87
09:41:55.690;27;27;0,84
09:41:55.941;26,25;27,25;0,87
09:41:56.185;27;27,75;0,81
09:41:56.467;26;27,75;0,84
09:41:56.658;26,25;27,5;0,83
09:41:56.917;26,75;27,25;0,86
09:41:57.181;26,5;27,75;0,83
09:41:57.422;27;27,25;0,85
09:41:57.676;26,5;27,5;0,83
09:41:57.923;26,75;27,75;0,82
09:41:58.171;26,5;27,25;0,88
09:41:58.417;26,5;27,25;0,86
09:41:58.686;27;27,25;0,81
09:41:58.947;26,5;27,25;0,83
09:41:59.209;27;26,75;0,82
09:41:59.475;26,75;27,25;0,84
09:41:59.658;27;27,25;0,85
09:41:59.908;27;27,25;0,82
09:42:00.165;27;27,5;0,85
09:42:00.413;26,75;27,25;0,82
09:42:00.725;26,5;27,25;0,81
09:42:00.907;26,5;27,75;0,85
09:42:01.155;26,75;27,5;0,82
09:42:01.672;26,75;27,25;0,84
09:42:01.672;26,75;27,75;0,85
09:42:01.930;26,75;27,5;0,83
09:42:02.188;26,5;27,5;0,82
09:42:02.454;26,75;27,75;0,86
09:42:02.721;26,5;27;0,84
09:42:02.902;26,75;27,5;0,82
09:42:03.162;26,75;27,25;0,85
09:42:03.435;26,5;27,25;0,84
09:42:03.682;26,75;27,25;0,83
09:42:03.948;26,75;27,25;0,84
09:42:04.202;26,5;27,75;0,83
09:42:04.403;26,25;27,75;0,81
09:42:04.714;26,25;27,25;0,78
09:42:04.913;26,75;27,75;0,83
09:42:05.162;26,75;27,5;0,85
09:42:05.411;26,75;27,5;0,85
09:42:05.686;26,75;27,5;0,85
09:42:05.957;26,75;27,5;0,84
09:42:06.219;26,5;27,25;0,82
09:42:06.415;26,75;27,5;0,84
09:42:06.684;26,75;27;0,84
09:42:06.936;26,25;27,5;0,83
09:42:07.186;26,75;27,75;0,85
09:42:07.450;26,75;27,25;0,84
09:42:07.648;26;27,75;0,83
09:42:07.961;26,25;27,25;0,83
09:42:08.163;26,5;27,25;0,82
09:42:08.408;26,25;27,25;0,83
09:42:08.654;26,25;27,75;0,84
09:42:08.904;26,75;27,5;0,81
09:42:09.413;26,75;27,5;0,89
09:42:09.420;26,75;27,5;0,81
09:42:09.668;26,25;27,25;0,85
09:42:09.929;26,75;27,5;0,85
09:42:10.194;26,75;27,25;0,87
09:42:10.432;26,25;27,5;0,85
09:42:10.686;26,25;27,25;0,85
09:42:10.947;26,5;27,25;0,85
09:42:11.207;27;27,5;0,83
09:42:11.450;26,75;27,25;0,86
09:42:11.715;26,5;27,75;0,84
09:42:11.913;26,75;27,5;0,85
09:42:12.171;26,5;27,5;0,85
09:42:12.418;26,75;27,25;0,79
09:42:12.685;26,75;27,25;0,83
09:42:12.908;26,75;27,25;0,81
09:42:13.172;26,75;27,75;0,86
09:42:13.429;26,75;27,5;0,86
09:42:13.686;26;27,5;0,83
09:42:13.947;26,75;27,75;0,82
09:42:14.220;26,5;27,5;0,84
09:42:14.405;26,5;27,25;0,83
09:42:14.933;26,75;27;0,85
09:42:14.933;26,25;27,5;0,84
09:42:15.185;26,5;27,5;0,85
09:42:15.456;26,75;27;0,82
09:42:15.913;26,75;27,5;0,83
09:42:15.919;26,75;27,25;0,85
09:42:16.167;26,25;27,5;0,83
09:42:16.436;26,75;27,5;0,83
09:42:16.705;26,25;27,25;0,86
09:42:16.918;26,75;27,5;0,83
09:42:17.178;26,75;27,5;0,83
09:42:17.426;26,75;27,5;0,81
09:42:17.694;26,75;28;0,84
09:42:17.947;26,75;27,25;0,86
09:42:18.198;26,75;27,5;0,83
09:42:18.454;26,5;27,25;0,85
09:42:18.667;26,5;27,25;0,84
09:42:18.924;25,75;27,25;0,84
09:42:19.169;26,5;27,25;0,83
09:42:19.435;26,75;27;0,86
09:42:19.695;26,25;26,75;0,85
09:42:19.965;26,75;27,25;0,85
09:42:20.166;26,25;27,75;0,83
09:42:20.424;26,75;27,25;0,84
09:42:20.676;26,75;27,5;0,89
09:42:20.923;26,5;27,5;0,82
09:42:21.181;26,75;27,5;0,83
09:42:21.428;26,75;27,25;0,8
09:42:21.695;26,75;27,25;0,84
09:42:21.944;26,25;27,5;0,82
09:42:22.186;26,75;27,5;0,85
09:42:22.438;26,5;27,25;0,86
09:42:22.705;26,25;27,25;0,84
09:42:22.949;26;27;0,85
09:42:23.205;26,75;27,75;0,84
09:42:23.457;26,75;27,25;0,83
09:42:23.711;26,75;26,75;0,86
09:42:23.912;26,75;27;0,83
09:42:24.199;26,75;27,5;0,88
09:42:24.465;26;27,5;0,87
09:42:24.665;26,75;27,75;0,8
09:42:24.920;26,5;27;0,87
09:42:25.188;26,5;27,25;0,86
09:42:25.441;26,25;27,25;0,82
09:42:25.699;26,25;27,25;0,85
09:42:25.962;26,5;27,25;0,83
09:42:26.165;26,5;27,25;0,82
09:42:26.418;26,5;27;0,87
09:42:26.681;26,25;27,25;0,85
09:42:26.943;26,25;27,25;0,86
09:42:27.192;26,75;27,25;0,84
09:42:27.436;26,25;27;0,85
09:42:27.695;26,5;27,25;0,84
09:42:27.954;26,75;27,5;0,83
09:42:28.214;25,75;27,25;0,84
09:42:28.416;26,5;27,5;0,85
09:42:28.679;25,75;27,5;0,86
09:42:28.927;26,5;27,5;0,84
09:42:29.442;26,25;27,75;0,87
09:42:29.445;26,5;27,5;0,81
09:42:29.653;26,75;27,5;0,83
09:42:29.903;26,75;27,25;0,84
09:42:30.435;26,25;27,5;0,84
09:42:30.439;27;27,5;0,86
09:42:30.694;26,75;27,25;0,83
09:42:30.934;26,75;27,5;0,81
09:42:31.187;26,25;27,5;0,81
09:42:31.463;26,75;27,5;0,85
09:42:31.663;26,75;27,5;0,86
09:42:31.922;26,25;27,25;0,85
09:42:32.171;26,75;27,5;0,86
09:42:32.425;26,5;27,25;0,84
09:42:32.667;26;27;0,84
09:42:32.923;26,75;27;0,85
09:42:33.193;26,75;27;0,86
09:42:33.444;26,75;27,25;0,85
09:42:33.649;27;27,5;0,87
09:42:33.908;26,75;27,5;0,87
09:42:34.176;26;27;0,85
09:42:34.439;26,75;27,75;0,84
09:42:34.686;26,75;27,5;0,85
09:42:34.937;26,75;27,5;0,84
09:42:35.183;27;27,25;0,83
09:42:35.442;27;27;0,84
09:42:35.696;27;27,5;0,85
09:42:35.917;27;27,75;0,86
09:42:36.183;26,5;27,5;0,83
09:42:36.432;26,75;27,5;0,82
09:42:36.701;26,5;27;0,87
09:42:36.950;26,75;27,25;0,89
09:42:37.197;26;27,5;0,87
09:42:37.464;26,75;27,25;0,85
09:42:37.657;26,75;27,25;0,82
09:42:37.909;27;27,5;0,84
09:42:38.160;26,25;27;0,83
09:42:38.413;26,25;27,25;0,84
09:42:38.682;26,75;27,5;0,84
09:42:38.959;26,75;27,5;0,84
09:42:39.212;26,75;27,25;0,86
09:42:39.405;26,5;27,5;0,86
09:42:39.652;27;27,5;0,84
09:42:39.932;26,25;27;0,86
09:42:40.186;26,25;27,5;0,88
09:42:40.436;26,75;27,5;0,85
09:42:40.690;26,25;27,75;0,82
09:42:40.941;26,75;27;0,87
09:42:41.185;26,75;27,5;0,84
09:42:41.443;26,25;27,5;0,84
09:42:41.687;26,25;27,25;0,85
09:42:41.932;26,5;27,25;0,84
09:42:42.200;26,75;27,25;0,88
09:42:42.457;26,75;27,5;0,87
09:42:42.699;26,75;26,5;0,86
09:42:42.955;26,5;27,5;0,86
09:42:43.169;26,75;27,5;0,84
09:42:43.431;26,75;27,25;0,85
09:42:43.670;26,5;27;0,81
09:42:43.970;26,5;27,25;0,87
09:42:44.181;26;27;0,82
