Timestamp;Temperature1;Temperature2;Mass
09:55:40.945;28,25;26,75;0,89
09:55:41.178;28;26,75;0,91
09:55:41.445;28,25;26,75;0,91
09:55:41.674;28;27;0,92
09:55:41.930;28,25;26,75;0,91
09:55:42.179;27,5;26,5;0,93
09:55:42.428;28;26,75;0,93
09:55:42.685;28,25;26,75;0,9
09:55:42.925;27,75;26,25;0,88
09:55:43.187;27,75;26,75;0,88
09:55:43.428;27,75;26,75;0,93
09:55:43.688;28;26,5;0,95
09:55:43.933;27,75;26,5;0,9
09:55:44.176;27,5;26,75;0,91
09:55:44.441;28;26,75;0,93
09:55:44.688;28;26,75;0,92
09:55:44.938;27,75;26,75;0,92
09:55:45.178;27,25;26,5;0,93
09:55:45.428;27,75;26,5;0,89
09:55:45.695;27,75;26,75;0,93
09:55:45.935;27,5;26,75;0,93
09:55:46.191;27,5;26,5;0,89
09:55:46.429;27,75;26,5;0,91
09:55:46.679;27,5;27;0,92
09:55:46.931;27,25;26,5;0,92
09:55:47.188;27,25;26,75;0,91
09:55:47.427;27,25;26,75;0,91
09:55:47.690;27;26,25;0,91
09:55:47.940;27,75;26,75;0,92
09:55:48.178;27,25;26,75;0,92
09:55:48.436;27,5;26,5;0,94
09:55:48.683;27;26,75;0,91
09:55:48.938;27,25;26,5;0,91
09:55:49.181;27,75;26,75;0,92
09:55:49.438;27,25;26,75;0,91
09:55:49.689;27,25;27;0,9
09:55:49.936;27,75;26,75;0,9
09:55:50.222;27,75;26,5;0,89
09:55:50.428;27,75;26,75;0,93
09:55:50.680;27,5;27;0,92
09:55:50.937;26,75;26,25;0,92
09:55:51.176;27,5;27;0,92
09:55:51.442;27,75;26,75;0,92
09:55:51.687;27,25;26,75;0,91
09:55:51.936;27,5;27;0,88
09:55:52.187;27,5;26,75;0,9
09:55:52.437;27,75;26,75;0,91
09:55:52.689;27,25;26,5;0,91
09:55:52.929;27,75;26,75;0,94
09:55:53.176;27,75;26,5;0,9
09:55:53.424;27,75;27;0,87
09:55:53.686;27,75;26;0,89
09:55:53.933;27,75;26,5;0,89
09:55:54.187;27,5;26,5;0,92
09:55:54.428;27,75;26,75;0,91
09:55:54.681;27,75;26,75;0,91
09:55:54.929;27,25;26,75;0,89
09:55:55.176;27,25;27;0,9
09:55:55.437;27,25;26,75;0,88
09:55:55.683;27,75;26,5;0,94
09:55:55.938;27,5;26,75;0,91
09:55:56.189;27,25;27;0,91
09:55:56.430;27,5;26,75;0,93
09:55:56.692;27,5;27;0,93
09:55:56.939;27,5;26,5;0,89
09:55:57.187;27,75;26,25;0,88
09:55:57.438;27,25;26,25;0,9
09:55:57.687;27;26,75;0,92
09:55:57.923;27,5;26,5;0,87
09:55:58.190;27,5;26,75;0,9
09:55:58.433;27;26,5;0,92
09:55:58.681;27,25;26,5;0,91
09:55:58.938;27,5;26,75;0,9
09:55:59.188;27,25;26,5;0,91
09:55:59.438;27,25;27;0,92
09:55:59.687;27,5;26,5;0,85
09:55:59.928;26,5;26,25;0,88
09:56:00.185;27;26,5;0,92
09:56:00.438;27;26,75;0,92
09:56:00.688;27;26,75;0,9
09:56:00.930;27,25;26,75;0,91
09:56:01.185;27,75;26,5;0,91
# Recording duration: 20,5680715 seconds
# Max Temp1: 27,75°C
# Max Temp2: 26,5°C
# Max Mass: 0,91kg
